,NGA,Temperoculture,Period_start,Period_end,Capital,Degree of centralization,Duration,Language,Linguistic family,Original name,Peak Date,succeeding (quasi)polity,Supra-polity relations,UTM zone,High Gods (creator gods),supernatural enforcement of fairness,supernatural enforcement of human reciprocity,supernatural enforcement of in-group loyalty,Name of Official Cult,Name of other significant religious or ideological systems,Examination system,Full-time bureaucrats,Merit promotion,Source of support,Specialized government buildings,Calendar,Fiction,History,Lists tables and classifications,Non-phonetic alphabetic writing,Philosophy,Phonetic alphabetic writing,Practical literature,Religious literature,Sacred Texts,Scientific literature,Script,Time,Written records,Courts,Formal legal code,Judges,Professional Lawyers,Couriers,Debt and credit structures,Foreign coins,General postal service,Indigenous coins,Paper currency,Postal stations,Precious metals,Store of wealth,Tokens,Professional military officers,Professional priesthood,Professional soldiers,Bridges,Burial site,Canals,Ceremonial site,drinking water supply systems,Enclosures,Entertainment buildings,irrigation systems,Knowledge/information buildings,markets,Mines or quarries,Ports,Roads,Special purpose house,Special purpose sites,Symbolic building,Trading emporia,Utilitarian public buildings,Polity Population,preceding (quasi)polity,relationship to preceding (quasi)polity,Description of the Normative Ideology,Largest scale collective ritual of the official cult_Frequency for the audience,Largest scale collective ritual of the official cult_Frequency for the ritual specialist,Largest scale collective ritual of the official cult_Frequency per participant,Most dysphoric collective ritual_Frequency for the audience,Most dysphoric collective ritual_Frequency for the ritual specialist,Most dysphoric collective ritual_Frequency per participant,Most euphoric collective ritual of the official cult_Frequency for the audience,Most euphoric collective ritual of the official cult_Frequency for the ritual specialist,Most euphoric collective ritual of the official cult_Frequency per participant,Most frequent collective ritual of the official cult_Frequency for the audience,Most frequent collective ritual of the official cult_Frequency for the ritual specialist,Most frequent collective ritual of the official cult_Frequency per participant,Most frequent collective ritual of the official cult_Name,Most widespread collective ritual of the official cult_Frequency for the audience,Most widespread collective ritual of the official cult_Frequency for the ritual specialist,Most widespread collective ritual of the official cult_Frequency per participant,Non-phonetic writing,Nonwritten records,Articles,Fastest individual communication,Polity territory,Communal buildings,extent,food storage sites,height,Largest scale collective ritual of the official cult_Name,Most dysphoric collective ritual_Name,Most euphoric collective ritual of the official cult_Name,Most widespread collective ritual of the official cult_Name,Most widespread collective ritual of the official cult_0_Frequency for the audience,Most widespread collective ritual of the official cult_0_Frequency for the ritual specialist,Most widespread collective ritual of the official cult_0_Frequency per participant,Most widespread collective ritual of the official cult_0_Name,Administrative levels,Military levels,Religious levels,Settlement hierarchy,Area,Geometrical,Length,Volume,Weight,Population of the largest settlement,Largest communication distance,Symbolic buildings,scale of supra-cultural interaction,Supracultural entity,Mnemonic devices,Other site,Other,Occupational complexity,cost,Written records_1,Largest scale collective ritual of the official cult_0_Frequency for the audience,Largest scale collective ritual of the official cult_0_Frequency for the ritual specialist,Largest scale collective ritual of the official cult_0_Frequency per participant,Largest scale collective ritual of the official cult_0_Name,Creator Gods,Most dysphoric ritual_Frequency for the audience,Most dysphoric ritual_Frequency for the ritual specialist,Most dysphoric ritual_Frequency per participant,Most dysphoric ritual_Name,Most euphoric collective ritual_Frequency for the audience,Most euphoric collective ritual_Frequency for the ritual specialist,Most euphoric collective ritual_Frequency per participant,Most euphoric collective ritual_Name,Non written records,Drinking water supply systems,Food storage sites,Markets,Non-phonetic  writing,Irrigation systems,Name_1,succeeding (quasi) polity,Professional lawyers,Philosophy_1,Most dysphoric collective ritual of the official cult_Frequency for the audience,Most dysphoric collective ritual of the official cult_Frequency for the ritual specialist,Most dysphoric collective ritual of the official cult_Frequency per participant,Most dysphoric collective ritual of the official cult_Name,Frequency for the participants,Population of the largest settlement_1,Original name_1,Time_1,Linguistic Family,Religious Tradition,Religion-Family,Religion-Sect
259,Kachi Plain,AfHepht-2,449.0,486.0,Sakala,confederated state,408-561 CE,Bactrian,Indo-European,Hepthalite Empire,509-522 CE,Western Turk Khaganate,vassalage,42 N,inactive,0.5,1.0,0.1,,,0.0,1.0,0.1,,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,0.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,Sassanid Empire,elite migration,,not applicable,yearly,yearly,,,once in a lifetime,not applicable,,,daily,daily,daily,morning prayer,daily,daily,daily,0.0,,1.0,,1000000,1.0,,1.0,,No Roz,mourning ritual,banquet,Yasna,,,,,4,4,1,2,1.0,1.0,1.0,1.0,1.0,,2000,,7500000,Steppe nomads,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
260,Kachi Plain,AfHepht-3,486.0,487.0,Sakala,confederated state,408-561 CE,Bactrian,Indo-European,Hepthalite Empire,509-522 CE,Western Turk Khaganate,vassalage,42 N,inactive,0.5,1.0,0.1,,,0.0,1.0,0.1,,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,0.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,Sassanid Empire,elite migration,,not applicable,yearly,yearly,,,once in a lifetime,not applicable,,,daily,daily,daily,morning prayer,daily,daily,daily,0.0,,1.0,,1000000,1.0,,1.0,,No Roz,mourning ritual,banquet,Yasna,,,,,4,4,1,2,1.0,1.0,1.0,1.0,1.0,,2000,,7500000,Steppe nomads,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
261,Kachi Plain,AfHepht-4,487.0,499.0,Sakala,confederated state,408-561 CE,Bactrian,Indo-European,Hepthalite Empire,509-522 CE,Western Turk Khaganate,vassalage,42 N,inactive,0.5,1.0,0.1,,,0.0,1.0,0.1,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,0.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,Sassanid Empire,elite migration,,not applicable,yearly,yearly,,,once in a lifetime,not applicable,,,daily,daily,daily,morning prayer,daily,daily,daily,0.0,,1.0,,1000000,1.0,,1.0,,No Roz,mourning ritual,banquet,Yasna,,,,,4,4,1,2,1.0,1.0,1.0,1.0,1.0,,2000,,7500000,Steppe nomads,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
262,Kachi Plain,AfHepht-5,499.0,560.0,Sakala,confederated state,408-561 CE,Bactrian,Indo-European,Hepthalite Empire,509-522 CE,Western Turk Khaganate,vassalage,42 N,inactive,0.5,1.0,0.1,,,0.0,1.0,0.1,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,0.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,26500000,Sassanid Empire,elite migration,,not applicable,yearly,yearly,,,once in a lifetime,not applicable,,,daily,daily,daily,morning prayer,daily,daily,daily,0.0,,1.0,,2750000,1.0,,1.0,,No Roz,mourning ritual,banquet,Yasna,,,,,4,4,1,2,1.0,1.0,1.0,1.0,1.0,,2000,,7500000,Steppe nomads,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
263,Kachi Plain,AfHepht-6,560.0,669.0,Sakala,confederated state,408-561 CE,Bactrian,Indo-European,Hepthalite Empire,509-522 CE,Western Turk Khaganate,vassalage,42 N,inactive,0.5,1.0,0.1,,,0.0,1.0,0.1,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,0.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,26500000,Sassanid Empire,elite migration,,not applicable,yearly,yearly,,,once in a lifetime,not applicable,,,daily,daily,daily,morning prayer,daily,daily,daily,0.0,,1.0,,2750000,1.0,,1.0,,No Roz,mourning ritual,banquet,Yasna,,,,,4,4,1,2,1.0,1.0,1.0,1.0,1.0,,2000,,7500000,Steppe nomads,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
264,Kachi Plain,AfKushn-1,-200.0,-100.0,Purushapura,confederated state,35-319 CE,Kharoshthi,Indo-European,Kushan Empire,229 CE,Sassanid Empire - First Period,vassalage,42 R,inactive,0.5,1.0,0.1,,,0.1,1.0,0.0,governed population,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14000000,Tocharians,continuity,,not applicable,yearly,yearly,,,,not applicable,yearly,yearly,,,,,,,,0.0,1.0,1.0,,,1.0,,1.0,,Nowruz,,Nowruz,,,,,,4,4,2,4,1.0,1.0,1.0,1.0,1.0,,1000,,4000000,Greco-Persian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Kachi Plain,AfKushn-2,-100.0,34.0,Purushapura,confederated state,35-319 CE,Kharoshthi,Indo-European,Kushan Empire,229 CE,Sassanid Empire - First Period,vassalage,42 R,inactive,0.5,1.0,0.1,,,0.1,1.0,0.0,governed population,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12500000,Tocharians,continuity,,not applicable,yearly,yearly,,,,not applicable,yearly,yearly,,,,,,,,0.0,1.0,1.0,,,1.0,,1.0,,Nowruz,,Nowruz,,,,,,4,4,2,4,1.0,1.0,1.0,1.0,1.0,,1000,,4000000,Greco-Persian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Kachi Plain,AfKushn-3,34.0,99.0,Purushapura,confederated state,35-319 CE,Kharoshthi,Indo-European,Kushan Empire,229 CE,Sassanid Empire - First Period,vassalage,42 R,inactive,0.5,1.0,0.1,,,0.1,1.0,0.0,governed population,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12500000,Tocharians,continuity,,not applicable,yearly,yearly,,,,not applicable,yearly,yearly,,,,,,,,0.0,1.0,1.0,,,1.0,,1.0,,Nowruz,,Nowruz,,,,,,4,4,2,4,1.0,1.0,1.0,1.0,1.0,,1000,,4000000,Greco-Persian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Kachi Plain,AfKushn-4,99.0,199.0,Purushapura,confederated state,35-319 CE,Kharoshthi,Indo-European,Kushan Empire,229 CE,Sassanid Empire - First Period,vassalage,42 R,inactive,0.5,1.0,0.1,,,0.1,1.0,0.0,governed population,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12500000,Tocharians,continuity,,not applicable,yearly,yearly,,,,not applicable,yearly,yearly,,,,,,,,0.0,1.0,1.0,,2000000,1.0,,1.0,,Nowruz,,Nowruz,,,,,,4,4,2,4,1.0,1.0,1.0,1.0,1.0,150000,1000,,4000000,Greco-Persian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Kachi Plain,AfKushn-5,199.0,318.0,Purushapura,confederated state,35-319 CE,Kharoshthi,Indo-European,Kushan Empire,229 CE,Sassanid Empire - First Period,vassalage,42 R,inactive,0.5,1.0,0.1,,,0.1,1.0,0.0,governed population,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12500000,Tocharians,continuity,,not applicable,yearly,yearly,,,,not applicable,yearly,yearly,,,,,,,,0.0,1.0,1.0,,2000000,1.0,,1.0,,Nowruz,,Nowruz,,,,,,4,4,2,4,1.0,1.0,1.0,1.0,1.0,100000,1000,,4000000,Greco-Persian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Kachi Plain,GrMaced-1,-359.0,-336.0,Pella,confederated state,359-294 BCE,Ancient Greek,Indo-European,Macedonian Empire,325 BCE,,none,T-34,,,,,,,0.0,,0.0,land,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,0.0,,,1.0,,1.0,,,,,,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1000000,Achaemenid Empire,,,yearly,yearly,yearly,not applicable,monthly,monthly,not applicable,monthly,monthly,daily,daily,daily,King's Sacrifice,,,,0.0,1.0,,,10000,1.0,,,,Xandikas,symposia,symposia,Public Sacrifice,,,,,3,5,2,5,1.0,1.0,1.0,1.0,1.0,20000,4500,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
270,Kachi Plain,GrMaced-2,-336.0,-330.0,Pella,confederated state,359-294 BCE,Ancient Greek,Indo-European,Macedonian Empire,325 BCE,,none,T-34,,,,,,,0.0,,0.0,land,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,0.0,,,1.0,,1.0,,,,,,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1000000,Achaemenid Empire,,,yearly,yearly,yearly,not applicable,monthly,monthly,not applicable,monthly,monthly,daily,daily,daily,King's Sacrifice,,,,0.0,1.0,,,10000,1.0,,,,Xandikas,symposia,symposia,Public Sacrifice,,,,,3,5,2,5,1.0,1.0,1.0,1.0,1.0,20000,4500,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
271,Kachi Plain,GrMaced-3,-330.0,-321.0,Pella,confederated state,359-294 BCE,Ancient Greek,Indo-European,Macedonian Empire,325 BCE,,none,T-34,,,,,,,0.0,,0.0,land,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,0.0,,,1.0,,1.0,,,,,,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1000000,Achaemenid Empire,,,yearly,yearly,yearly,not applicable,monthly,monthly,not applicable,monthly,monthly,daily,daily,daily,King's Sacrifice,,,,0.0,1.0,,,10000,1.0,,,,Xandikas,symposia,symposia,Public Sacrifice,,,,,5,5,2,5,1.0,1.0,1.0,1.0,1.0,20000,4500,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
272,Kachi Plain,GrMaced-4,-321.0,-300.0,Pella,confederated state,359-294 BCE,Ancient Greek,Indo-European,Macedonian Empire,325 BCE,,none,T-34,,,,,,,0.0,,0.0,land,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,0.0,,,1.0,,1.0,,,,,,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,20000000,Achaemenid Empire,,,yearly,yearly,yearly,not applicable,monthly,monthly,not applicable,monthly,monthly,daily,daily,daily,King's Sacrifice,,,,0.0,1.0,,,10000,1.0,,,,Xandikas,symposia,symposia,Public Sacrifice,,,,,5,5,2,5,1.0,1.0,1.0,1.0,1.0,20000,4500,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
273,Kachi Plain,GrMaced-5,-300.0,-294.0,Pella,confederated state,359-294 BCE,Ancient Greek,Indo-European,Macedonian Empire,325 BCE,,none,T-34,,,,,,,0.0,,0.0,land,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,0.0,,,1.0,,1.0,,,,,,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,20000000,Achaemenid Empire,,,yearly,yearly,yearly,not applicable,monthly,monthly,not applicable,monthly,monthly,daily,daily,daily,King's Sacrifice,,,,0.0,1.0,,,4400000,1.0,,,,Xandikas,symposia,symposia,Public Sacrifice,,,,,5,5,2,5,1.0,1.0,1.0,1.0,1.0,20000,4500,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
274,Kachi Plain,InDelh-1,1205.0,1294.0,Agra,confederated state,1206-1526 CE,Urdu,Indo-European,Delhi Sultanate,1296-1316 CE,,nominal allegiance,43 R,moralizing,1.0,1.0,1.0,Islam,,,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,Principality of Gur,continuity,Jainism,yearly,yearly,yearly,,yearly,once in a lifetime,yearly,yearly,yearly,weekly,weekly,weekly,salat al jum a,weekly,weekly,weekly,,1.0,1.0,,2800000,1.0,14.7,1.0,72.5,Id al Fitr,Arafat wuquf,Id al Fitr,salat al jum a,,,,,9,8,5,6,1.0,1.0,1.0,1.0,1.0,200000,,,,Islamic,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Kachi Plain,InDelh-2,1294.0,1295.0,Agra,confederated state,1206-1526 CE,Urdu,Indo-European,Delhi Sultanate,1296-1316 CE,,nominal allegiance,43 R,moralizing,1.0,1.0,1.0,Islam,,,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,Principality of Gur,continuity,Jainism,yearly,yearly,yearly,,yearly,once in a lifetime,yearly,yearly,yearly,weekly,weekly,weekly,salat al jum a,weekly,weekly,weekly,,1.0,1.0,,2800000,1.0,14.7,1.0,72.5,Id al Fitr,Arafat wuquf,Id al Fitr,salat al jum a,,,,,9,8,5,6,1.0,1.0,1.0,1.0,1.0,200000,,,,Islamic,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Kachi Plain,InDelh-3,1295.0,1525.0,Agra,confederated state,1206-1526 CE,Urdu,Indo-European,Delhi Sultanate,1296-1316 CE,,nominal allegiance,43 R,moralizing,1.0,1.0,1.0,Islam,,,1.0,1.0,state salary,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,Principality of Gur,continuity,Jainism,yearly,yearly,yearly,,yearly,once in a lifetime,yearly,yearly,yearly,weekly,weekly,weekly,salat al jum a,weekly,weekly,weekly,,1.0,1.0,,2800000,1.0,14.7,1.0,72.5,Id al Fitr,Arafat wuquf,Id al Fitr,salat al jum a,,,,,9,8,5,6,1.0,1.0,1.0,1.0,1.0,200000,,,,Islamic,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Kachi Plain,InMaury-1,-324.0,-187.0,Pataliputra,unitary state,324-187 BCE,Sanskrit,Indo-European,Mauryan Empire,269-232 BCE,Shunga Empire,none,45 R,inactive,1.0,1.0,0.1,Ajivika,Hinduism,0.0,1.0,0.0,cattle,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,100000000,Nanda Empire,continuity,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,,4000000,1.0,,1.0,,,,,,,,,,7,7,1,4,1.0,,1.0,1.0,1.0,270000,1850,,1700000,Hinduism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Kachi Plain,InMugl-1,1525.0,1699.0,Delhi,unitary state,1526-1858 CE,Persian,Indo-European,Mughal Empire,1630-1707 CE,,none,43 P,moralizing,1.0,1.0,1.0,Islam,Jainism,1.0,1.0,1.0,Land,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,Timurid Empire,continuity,,yearly,yearly,yearly,,yearly,once in a lifetime,yearly,yearly,yearly,,,,,not applicable,daily,daily,0.0,1.0,1.0,,,1.0,311,,74,Hindu pilgrimage rituals,Arafat wuquf,Id al Fitr,puja,,,,,7,6,1,4,1.0,,1.0,1.0,1.0,,,,,,,,,,,,yearly,yearly,yearly,Id al Fitr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Kachi Plain,InMugl-2,1699.0,1798.0,Delhi,unitary state,1526-1858 CE,Persian,Indo-European,Mughal Empire,1630-1707 CE,,none,43 P,moralizing,1.0,1.0,1.0,Islam,Jainism,1.0,1.0,1.0,Land,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,110000000,Timurid Empire,continuity,,yearly,yearly,yearly,,yearly,once in a lifetime,yearly,yearly,yearly,,,,,not applicable,daily,daily,0.0,1.0,1.0,,3200000,1.0,311,,74,Hindu pilgrimage rituals,Arafat wuquf,Id al Fitr,puja,,,,,7,6,1,4,1.0,,1.0,1.0,1.0,,,,,,,,,,,,yearly,yearly,yearly,Id al Fitr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Kachi Plain,InMugl-3,1798.0,1799.0,Delhi,unitary state,1526-1858 CE,Persian,Indo-European,Mughal Empire,1630-1707 CE,,none,43 P,moralizing,1.0,1.0,1.0,Islam,Jainism,1.0,1.0,1.0,Land,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,110000000,Timurid Empire,continuity,,yearly,yearly,yearly,,yearly,once in a lifetime,yearly,yearly,yearly,,,,,not applicable,daily,daily,0.0,1.0,1.0,,3200000,1.0,311,,74,Hindu pilgrimage rituals,Arafat wuquf,Id al Fitr,puja,,,,,7,6,1,4,1.0,,1.0,1.0,1.0,,,,,,,,,,,,yearly,yearly,yearly,Id al Fitr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Kachi Plain,InMugl-4,1799.0,1857.0,Delhi,unitary state,1526-1858 CE,Persian,Indo-European,Mughal Empire,1630-1707 CE,,none,43 P,moralizing,1.0,1.0,1.0,Islam,Jainism,1.0,1.0,1.0,Land,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,110000000,Timurid Empire,continuity,,yearly,yearly,yearly,,yearly,once in a lifetime,yearly,yearly,yearly,,,,,not applicable,daily,daily,0.0,1.0,1.0,,3200000,1.0,311,,74,Hindu pilgrimage rituals,Arafat wuquf,Id al Fitr,puja,,,,,7,6,1,4,1.0,,1.0,1.0,1.0,,,,,,,,,,,,yearly,yearly,yearly,Id al Fitr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Kachi Plain,IqAbbs1-1,749.0,799.0,Merv,nominal,750-946 CE,Arabic,,Abbasid Caliphate,809 CE,Buyid Dynasty,none,S-38,moralizing,1.0,1.0,1.0,Islam,,0.0,1.0,0.0,state salary,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Umayyad Caliphate,continuity,,yearly,yearly,once in a lifetime,not applicable,yearly,once in a lifetime,not applicable,yearly,yearly,not applicable,weekly,weekly,salat al jum a,not applicable,weekly,weekly,0.0,1.0,1.0,,,1.0,245,1.0,52,Hajj,Arafat wuquf,Nowruz,salat al jum a,,,,,6,6,2,6,1.0,1.0,1.0,1.0,1.0,,,,11000000,Perso-Islamic,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
