,Temperoculture,NGA,Original_culture_name,Period_start,Period_end,Polity_population,Polity_territory,Population_of_the_largest_settlement,Administrative_levels,Military_levels,Religious_levels,Settlement_hierarchy,Largest_communication_distance,Occupational_complexity,Professional_lawyers,Professional_military_officers,Professional_priesthood,Professional_soldiers,Bureaucracy_examination_system,Bureaucracy_merit_promotion,Bureaucracy_source_of_support,Fulltime_bureaucrats,Courts,Formal_legal_code,Judges,Bridges,Burial_site,Canals,Ceremonial_site,Communal_buildings,Drinking_water_supply_systems,Enclosures,Entertainment_buildings,Food_storage_sites,Irrigation_systems,Knowledge/information_buildings,Markets,Mines_or_quarries,Monumental_building_cost,Monumental_building_extent,Monumental_building_height,Ports,Roads,Special_purpose_house,Special_purpose_sites,Specialized_government_buildings,Symbolic_buildings,Trading_emporia,Utilitarian_public_buildings,Other_polity-owned_site,Calendar,Fiction,Geometrical_measurements,History,Lists_tables_and_classifications,Measurement_of_area,Measurement_of_time,Measurement_of_length,Measurement_of_volume,Measurement_of_weight,Mnemonic_devices,Nonphonetic_writing,Phonetic_alphabetic_writing,Philosophy,Practical_literature,Religious_literature,Sacred_texts,Scientific_literature,Script,Nonwritten_records,Written_records,Articles,Debt_and_credit_structures,Foreign_coins,Indigenous_coins,Paper_currency,Precious_metals,Store_of_wealth,Tokens,Fastest_individual_communication,General_postal_service,Postal_stations,Couriers,Peak_date,UTM_zone,Region,Capital,Degree_of_centralization,Language,Linguistic_family,Preceding_(quasi)polity,Relationship_to_preceding_(quasi)polity,Succeeding_(quasi)polity,Supracultural_entity,Scale_of_supracultural_interaction,Suprapolity_relations,High_gods_(creator_gods),Supernatural_enforcement_of_fairness,Supernatural_enforcement_of_human_reciprocity,Supernatural_enforcement_of_ingroup_loyalty,Name_of_official_cult,Largest_scale_ritual_name,Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience,Largest_scale_ritual_frequency_for_ritual_specialist,Largest_scale_ritual_frequency_per_participant,Most_dysphoric_ritual_name,Most_dysphoric_ritual_frequency_for_audience,Most_dysphoric_ritual_frequency_for_ritual_specialist,Most_dysphoric_ritual_frequency_per_participant,Most_euphoric_ritual_name,Most_euphoric_ritual_frequency_for_audience,Most_euphoric_ritual_frequency_for_ritual_specialist,Most_euphoric_ritual_frequency_per_participant,Most_frequent_ritual_name,Most_frequent_ritual_frequency_for_audience,Most_frequent_ritual_frequency_for_ritual_specialist,Most_frequent_ritual_frequency_per_participant,Most_widespread_ritual_name,Most_widespread_ritual_frequency_for_audience,Most_widespread_ritual_frequency_for_ritual_specialist,Most_widespread_ritual_frequency_per_participant,Name_of_other_significant_religious_or_ideological_systems,CC_PolPop,CC_PolTerr,CC_CapPop,CC_Hier,CC_Govt,CC_Infra,CC_Writing,CC_Texts,CC_Money,BasePolity,Percent_CCs_imputed,CCs_imputed,CC_PolPop_Regression_x0,CC_PolPop_Regression_x1,CC_PolPop_Regression_x2,CC_PolTerr_Regression_x0,CC_PolTerr_Regression_x1,CC_PolTerr_Regression_x2,CC_CapPop_Regression_x0,CC_CapPop_Regression_x1,CC_CapPop_Regression_x2,CC_Hier_Regression_x0,CC_Hier_Regression_x1,CC_Hier_Regression_x2,CC_Govt_Regression_x0,CC_Govt_Regression_x1,CC_Govt_Regression_x2,CC_Infra_Regression_x0,CC_Infra_Regression_x1,CC_Infra_Regression_x2,CC_Writing_Regression_x0,CC_Writing_Regression_x1,CC_Writing_Regression_x2,CC_Texts_Regression_x0,CC_Texts_Regression_x1,CC_Texts_Regression_x2,CC_Money_Regression_x0,CC_Money_Regression_x1,CC_Money_Regression_x2
669,IrKhzEM-5100,['Susiana'],Early Middle Susiana,-5100,-5000,,,175.0,1,1.0,1.0,1.0,,,0.1,0.1,1.0,0.1,0.1,0.1,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,1.0,,,0.1,1.0,1.0,0.0,,,,8,,0.1,0.1,1.0,,0.1,1.0,,1.0,,0.0,0.0,0.1,0.0,0.0,1.0,0.1,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.1,0.1,0.1,1.0,1.0,,,0.1,0.1,,,['39R'],['Southwest Asia'],,quasipolity,,,,continuity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2430380486862944,1.0,0.18181818181818185,0.2666666666666667,,0.0,3.0,IrKhzEM,0.3333333333333333,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",,0.0,0.0,,7.318929371820787e-05,0.0,46.40978057358332,2.898229916483587,0.0,27.666666666666668,1.0030293175233973,0.0,3.4363636363636365,0.2638805889946965,0.0,6.333333333333331,0.2700287836932482,0.0,,7.490297991645468e-05,0.0,0.0,0.0,0.0,43.0,3.017747569821253,0.0
670,IrKhzL-4700,['Susiana'],Late Susiana,-4700,-4600,,,750.0,1,1.0,,2.0,,,0.1,0.1,1.0,0.1,0.1,0.1,,1.0,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,,,0.1,1.0,1.0,0.0,,,,15,,,0.1,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.1,0.0,0.0,1.0,0.1,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.1,0.1,0.1,1.0,1.0,,,0.1,0.1,,,['39R'],['Southwest Asia'],,quasipolity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8750612633917005,1.5,0.34545454545454546,0.2555555555555556,,0.0,3.0,IrKhzL,0.3333333333333333,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",,4.332160467533628e-05,0.0,,7.318929371820787e-05,0.0,60.153063675836414,2.8982548375615416,0.0,33.66666666666667,1.3363843116590681,0.0,4.672727272727273,0.26388157357662095,0.0,7.666666666666664,0.2700307090979004,0.0,,9.656378225412282e-05,0.0,0.0,0.0,0.0,58.0,3.017747569821253,0.0
671,IrKhzL-4600,['Susiana'],Late Susiana,-4600,-4500,,,750.0,1,1.0,,2.0,,,0.1,0.1,1.0,0.1,0.1,0.1,,1.0,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,,,0.1,1.0,1.0,0.0,,,,15,,,0.1,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.1,0.0,0.0,1.0,0.1,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.1,0.1,0.1,1.0,1.0,,,0.1,0.1,,,['39R'],['Southwest Asia'],,quasipolity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8750612633917005,1.5,0.34545454545454546,0.2555555555555556,,0.0,3.0,IrKhzL,0.3333333333333333,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",,4.332160467533628e-05,0.0,,7.318929371820787e-05,0.0,65.90318620261982,0.023193574169840903,0.0,36.50000000000001,0.00305097832573507,0.0,5.281818181818182,0.00024520994025723793,0.0,8.188888888888886,0.003364042431233652,0.0,,9.656378225412282e-05,0.0,0.0,0.0,0.0,64.0,0.0177475698212529,0.0
672,IrKhzL-4500,['Susiana'],Late Susiana,-4500,-4400,,,750.0,1,1.0,,2.0,,,0.1,0.1,1.0,0.1,0.1,0.1,,1.0,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,,,0.1,1.0,1.0,0.0,,,,15,,,0.1,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.1,0.0,0.0,1.0,0.1,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.1,0.1,0.1,1.0,1.0,,,0.1,0.1,,,['39R'],['Southwest Asia'],,quasipolity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8750612633917005,1.5,0.34545454545454546,0.2555555555555556,,0.0,3.0,IrKhzL,0.3333333333333333,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",,4.332160467533628e-05,0.0,,7.318929371820787e-05,0.0,68.77824746601152,0.023193574169840903,0.0,38.00000000000001,0.00305097832573507,0.0,5.627272727272728,0.00024520994025723793,0.0,8.444444444444443,0.003364042431233652,0.0,,9.656378225412282e-05,0.0,0.0,0.0,0.0,67.0,0.0177475698212529,0.0
673,IrKhzL-4400,['Susiana'],Late Susiana,-4400,-4300,,,750.0,1,1.0,,2.0,,,0.1,0.1,1.0,0.1,0.1,0.1,,1.0,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,,,0.1,1.0,1.0,0.0,,,,15,,,0.1,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.1,0.0,0.0,1.0,0.1,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.1,0.1,0.1,1.0,1.0,,,0.1,0.1,,,['39R'],['Southwest Asia'],,quasipolity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8750612633917005,1.5,0.34545454545454546,0.2555555555555556,,0.0,3.0,IrKhzL,0.3333333333333333,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",,4.332160467533628e-05,0.0,,7.318929371820787e-05,0.0,71.65330872940322,0.03557241565665735,0.0,39.50000000000001,0.011906037491382407,0.0,5.9727272727272736,0.0011307158568219717,0.0,8.7,0.0059221706346428826,0.0,,0.017806682113548796,0.0,0.0,0.0,0.0,70.0,0.02660262898690024,0.0
674,IrKhzL-4300,['Susiana'],Late Susiana,-4300,-4200,,,750.0,1,1.0,,2.0,,,0.1,0.1,1.0,0.1,0.1,0.1,,1.0,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,,,0.1,1.0,1.0,0.0,,,,15,,,0.1,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.1,0.0,0.0,1.0,0.1,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.1,0.1,0.1,1.0,1.0,,,0.1,0.1,,,['39R'],['Southwest Asia'],,quasipolity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8750612633917005,1.5,0.34545454545454546,0.2555555555555556,,0.0,3.0,IrKhzL,0.3333333333333333,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",,3.9031333085966193,0.0,,7.318929371820787e-05,0.0,77.0724380371452,2.5796404600069334,0.0,42.66666666666667,1.6785727041580492,0.0,6.663636363636365,0.3465852613113674,0.0,9.211111111111112,0.2614777261901985,0.0,,2.0178066821135485,0.0,0.0,0.0,0.0,76.0,3.0266026289869004,0.0
675,IrKhzM-5100,['Susiana'],Late Middle Susiana,-5100,-5000,,,750.0,1,1.0,1.0,1.0,,,0.1,0.1,1.0,0.1,0.1,0.1,,1.0,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,,,0.1,1.0,1.0,0.0,,,,15,,0.1,0.1,1.0,1.0,0.1,1.0,,1.0,,0.0,0.0,0.1,0.0,0.0,1.0,0.1,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.1,0.1,0.1,1.0,1.0,,,0.1,0.1,,,['39R'],['Southwest Asia'],Choga Mish,quasipolity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8750612633917005,1.0,0.2636363636363637,0.2666666666666667,,0.0,3.0,IrKhzM,0.3333333333333333,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",,0.0,0.0,,7.318929371820787e-05,0.0,48.65281862226961,2.266206701778181,0.0,28.666666666666668,1.0030293175233973,0.0,3.618181818181818,0.18206240717651465,0.0,6.599999999999998,0.2700287836932482,0.0,,7.490297991645468e-05,0.0,0.0,0.0,0.0,46.0,3.017747569821253,0.0
676,IrKhzM-5000,['Susiana'],Late Middle Susiana,-5000,-4900,,,750.0,1,1.0,1.0,2.0,,,0.1,0.1,1.0,0.1,0.1,0.1,,1.0,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,,,0.1,1.0,1.0,0.0,,,,15,,0.1,0.1,1.0,1.0,0.1,1.0,,1.0,,0.0,0.0,0.1,0.0,0.0,1.0,0.1,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.1,0.1,0.1,1.0,1.0,,,0.1,0.1,,,['39R'],['Southwest Asia'],Choga Mish,quasipolity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8750612633917005,1.3333333333333333,0.2636363636363637,0.2666666666666667,,0.0,3.0,IrKhzM,0.3333333333333333,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",,4.332160467533628e-05,0.0,,7.318929371820787e-05,0.0,51.527879885661314,0.023193574169840903,0.0,29.666666666666668,0.00305097832573507,0.0,3.881818181818182,0.00024520994025723793,0.0,6.8666666666666645,0.003364042431233652,0.0,,9.656378225412282e-05,0.0,0.0,0.0,0.0,49.0,0.0177475698212529,0.0
677,IrKhzM-4900,['Susiana'],Late Middle Susiana,-4900,-4800,,,750.0,1,1.0,1.0,2.0,,,0.1,0.1,1.0,0.1,0.1,0.1,,1.0,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,,,0.1,1.0,1.0,0.0,,,,15,,0.1,0.1,1.0,1.0,0.1,1.0,,1.0,,0.0,0.0,0.1,0.0,0.0,1.0,0.1,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.1,0.1,0.1,1.0,1.0,,,0.1,0.1,,,['39R'],['Southwest Asia'],Choga Mish,quasipolity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8750612633917005,1.3333333333333333,0.2636363636363637,0.2666666666666667,,0.0,3.0,IrKhzM,0.3333333333333333,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",,4.332160467533628e-05,0.0,,7.318929371820787e-05,0.0,54.402941149053014,0.023193574169840903,0.0,31.0,0.00305097832573507,0.0,4.1454545454545455,0.00024520994025723793,0.0,7.133333333333331,0.003364042431233652,0.0,,9.656378225412282e-05,0.0,0.0,0.0,0.0,52.0,0.0177475698212529,0.0
678,IrKhzM-4800,['Susiana'],Late Middle Susiana,-4800,-4700,,,750.0,1,1.0,1.0,2.0,,,0.1,0.1,1.0,0.1,0.1,0.1,,1.0,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,,,0.1,1.0,1.0,0.0,,,,15,,0.1,0.1,1.0,1.0,0.1,1.0,,1.0,,0.0,0.0,0.1,0.0,0.0,1.0,0.1,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.1,0.1,0.1,1.0,1.0,,,0.1,0.1,,,['39R'],['Southwest Asia'],Choga Mish,quasipolity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8750612633917005,1.3333333333333333,0.2636363636363637,0.2666666666666667,,0.0,3.0,IrKhzM,0.3333333333333333,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",,4.332160467533628e-05,0.0,,7.318929371820787e-05,0.0,57.278002412444714,0.023193574169840903,0.0,32.333333333333336,0.00305097832573507,0.0,4.409090909090909,0.00024520994025723793,0.0,7.399999999999998,0.003364042431233652,0.0,,9.656378225412282e-05,0.0,0.0,0.0,0.0,55.0,0.0177475698212529,0.0
679,IrKhzM-4700,['Susiana'],Late Middle Susiana,-4700,-4600,,,750.0,1,1.0,1.0,2.0,,,0.1,0.1,1.0,0.1,0.1,0.1,,1.0,0.1,0.1,0.1,0.1,1.0,0.1,1.0,1.0,,,0.1,1.0,1.0,0.0,,,,15,,0.1,0.1,1.0,1.0,0.1,1.0,,1.0,,0.0,0.0,0.1,0.0,0.0,1.0,0.1,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,0.1,0.1,0.1,1.0,1.0,,,0.1,0.1,,,['39R'],['Southwest Asia'],Choga Mish,quasipolity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8750612633917005,1.3333333333333333,0.2636363636363637,0.2666666666666667,,0.0,3.0,IrKhzM,0.3333333333333333,"[1, 1, 0, 0, 0, 0, 1, 0, 0]",,4.332160467533628e-05,0.0,,7.318929371820787e-05,0.0,63.028124939228114,2.8982548375615416,0.0,35.16666666666667,1.5030509783257349,0.0,5.0181818181818185,0.3456997553948027,0.0,7.92222222222222,0.25891959798678926,0.0,,9.656378225412282e-05,0.0,0.0,0.0,0.0,61.0,3.017747569821253,0.0
680,IrMElm1-1500,['Susiana'],Middle Elamite I,-1500,-1400,,230000.0,1500.0,4,3.0,2.0,4.0,,,,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,105,12.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,,,,,,,1.0,-1158.0,['39R'],['Southwest Asia'],Susa,unitary state,Akkadian,none,Late Sukkalmah,elite migration,Mesopotamia Neo-Assyrian Empire,Iran,,,,,,,Elamite Religion,feast of Aiapir,not applicable,yearly,yearly,Night guardians,not applicable,,,feast of Aiapir,not applicable,yearly,yearly,offering to the gods,monthly,monthly,monthly,offerings to the gods,daily,daily,daily,,,5.361727836017592,3.1760912590556813,3.0,0.4545454545454545,0.5555555555555556,4.0,0.4444444444444444,1.0,IrMElm1,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",,0.06054406473182162,0.0,31.806179973983888,0.0876357345848126,0.0,193.82088793346642,3.7817242483582216,0.0,142.83333333333331,2.7916964983847206,0.0,23.218181818181804,0.47299425746516843,0.0,30.50000000000002,0.6920672373490915,0.0,144.0,4.124881973790048,0.0,18.444444444444436,0.46024447858036904,0.0,193.0,3.1074841063768432,0.0
681,IrMElm1-1400,['Susiana'],Middle Elamite I,-1400,-1300,,230000.0,1500.0,4,3.0,2.0,4.0,,,,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,105,12.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,,,,,,,1.0,-1158.0,['39R'],['Southwest Asia'],Susa,unitary state,Akkadian,none,Late Sukkalmah,elite migration,Mesopotamia Neo-Assyrian Empire,Iran,,,,,,,Elamite Religion,feast of Aiapir,not applicable,yearly,yearly,Night guardians,not applicable,,,feast of Aiapir,not applicable,yearly,yearly,offering to the gods,monthly,monthly,monthly,offerings to the gods,daily,daily,daily,,,5.361727836017592,3.1760912590556813,3.0,0.4545454545454545,0.5555555555555556,4.0,0.4444444444444444,1.0,IrMElm1,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",,0.22531694198010552,0.0,37.16790781000148,0.19043566056186748,0.0,196.9969791925221,0.16081243032069598,0.0,145.83333333333331,0.175258713388974,0.0,23.672727272727258,0.021863881046592946,0.0,31.05555555555558,0.027581747743373155,0.0,148.0,0.17435635504245361,0.0,18.88888888888888,0.017767825061623943,0.0,194.0,0.13225874849300362,0.0
682,IrMElm2-1300,['Susiana'],Middle Elamite II,-1300,-1200,,290000.0,2750.0,4,3.0,2.0,4.0,,,,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,105,50.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,,,,,,,1.0,-1300.0,['39R'],['Southwest Asia'],Al Untash Napirisha,unitary state,Akkadian,none,Kidinuid Dynasty,elite migration,Mesopotamia Neo-Assyrian Empire,Iran,,alliance,,,,,Elamite Religion,feast of Aiapir,not applicable,yearly,yearly,Night guardians,not applicable,,,feast of Aiapir,not applicable,yearly,yearly,offering to the gods,monthly,monthly,monthly,offerings to the gods,daily,daily,daily,,,5.4623979978989565,3.439332693830263,3.0,0.4545454545454545,0.7777777777777778,4.0,0.4444444444444444,1.0,IrMElm2,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",,0.22511181562843438,0.0,42.529635646019074,0.1908670233161523,0.0,200.1730704515778,0.16065965890522182,0.0,148.83333333333331,0.18395148276480233,0.0,24.12727272727271,0.023691560651254884,0.0,31.611111111111136,0.03443988704668691,0.0,152.0,0.1742065490826207,0.0,19.33333333333332,0.017738696124989767,0.0,195.0,0.1410014531887763,0.0
683,IrMElm2-1200,['Susiana'],Middle Elamite II,-1200,-1100,,290000.0,2750.0,4,3.0,2.0,4.0,,,,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,105,50.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,,,,,,,1.0,-1300.0,['39R'],['Southwest Asia'],Al Untash Napirisha,unitary state,Akkadian,none,Kidinuid Dynasty,elite migration,Mesopotamia Neo-Assyrian Empire,Iran,,alliance,,,,,Elamite Religion,feast of Aiapir,not applicable,yearly,yearly,Night guardians,not applicable,,,feast of Aiapir,not applicable,yearly,yearly,offering to the gods,monthly,monthly,monthly,offerings to the gods,daily,daily,daily,,,5.4623979978989565,3.439332693830263,3.0,0.4545454545454545,0.7777777777777778,4.0,0.4444444444444444,1.0,IrMElm2,0.1111111111111111,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",,0.22519987719416967,0.0,47.99203364391803,0.24293842096047139,0.0,203.61240314540805,0.09306955699278804,0.0,151.83333333333331,0.1485730937178914,0.0,24.581818181818164,0.01846481860178043,0.0,32.388888888888914,0.02421549809135285,0.0,156.0,0.12113100825030998,0.0,19.777777777777764,0.01675720741795536,0.0,196.0,0.08790933567684772,0.0
684,IrMElm3-1100,['Susiana'],Middle Elamite III,-1100,-1000,,250000.0,,4,3.0,2.0,4.0,,,,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,105,53.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,,,,,,1.0,-1158.0,['39R'],['Southwest Asia'],Susa,unitary state,Elamite Akkadian,none,Kassite Dynasty,elite migration,Mesopotamia Neo-Assyrian Empire,Iran,,,,,,,Elamite Religion,feast of Aiapir,not applicable,yearly,yearly,Night guardians,not applicable,,,feast of Aiapir,not applicable,yearly,yearly,offering to the gods,monthly,monthly,monthly,offerings to the gods,daily,daily,daily,,,5.3979400086720375,,3.0,0.5454545454545454,0.6666666666666666,4.0,0.4444444444444444,3.0,IrMElm3,0.2222222222222222,"[1, 0, 1, 0, 0, 0, 0, 0, 0]",,0.166400672085846,0.0,53.45443164181698,0.1887309306224228,0.0,,0.04992965906753444,0.0,154.83333333333331,0.09859641952621367,0.0,25.063636363636345,0.03851960503395976,0.0,33.177777777777806,0.027476069374231513,0.0,163.0,3.0858714079487233,0.0,20.222222222222207,0.007923606870586719,0.0,198.0,1.0614133148813734,0.0
685,IrMedes-700,['Susiana'],Median Empire,-700,-600,,2500000.0,,4,,,4.0,1500,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,-595.0,['39R'],['Southwest Asia'],Ecbatana,confederated state,Median,,Neo-Assyrian Empire,,Achaemenid Empire,Iranian,,alliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3979400086720375,,4.0,0.18181818181818185,0.2222222222222222,3.0,,1.0,IrMedes,0.3333333333333333,"[1, 0, 1, 0, 0, 0, 0, 1, 0]",,0.16834075819463576,0.0,76.62174897656514,11.861864554000407,0.0,,5.170621689128553,0.0,177.16666666666663,11.790728262555383,0.0,27.57272727272726,1.2487564619289835,0.0,36.64444444444447,1.691310483090639,0.0,193.0,12.12443293890962,0.0,,0.6846295120107262,0.0,218.0,9.089132082639662,0.0
686,IrMedes-600,['Susiana'],Median Empire,-600,-500,,2500000.0,,4,,,4.0,1500,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,-595.0,['39R'],['Southwest Asia'],Ecbatana,confederated state,Median,,Neo-Assyrian Empire,,Achaemenid Empire,Iranian,,alliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3979400086720375,,4.0,0.18181818181818185,0.2222222222222222,3.0,,1.0,IrMedes,0.3333333333333333,"[1, 0, 1, 0, 0, 0, 0, 1, 0]",,0.2237187956209243,0.0,95.31194505659364,11.863830746490343,0.0,,5.1655893763284375,0.0,193.49999999999994,8.79947898912459,0.0,28.91818181818181,1.3415318399311378,0.0,38.86666666666668,2.0246738494374386,0.0,208.0,12.124389617304946,0.0,,0.906868278247567,0.0,228.0,9.089303862448899,0.0
687,IrMedes-500,['Susiana'],Median Empire,-500,-400,,2500000.0,,4,,,4.0,1500,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,-595.0,['39R'],['Southwest Asia'],Ecbatana,confederated state,Median,,Neo-Assyrian Empire,,Achaemenid Empire,Iranian,,alliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3979400086720375,,4.0,0.18181818181818185,0.2222222222222222,3.0,,1.0,IrMedes,0.3333333333333333,"[1, 0, 1, 0, 0, 0, 0, 1, 0]",,0.16739743648682473,0.0,107.18700631998534,6.335379711057407,0.0,,5.123156984309512,0.0,201.49999999999994,4.904036697011879,0.0,29.93636363636363,0.7778832577618583,0.0,40.20000000000002,1.4698239813726077,0.0,219.0,8.089572846551317,0.0,,0.7871304179834565,0.0,235.0,6.063608747198852,0.0
688,IrMuzzf+1400,['Susiana'],Muzzafarids,1400,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['39R'],['Southwest Asia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IrMuzzf,1.0,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",,0.7425019889506339,0.0,,7.072138778809495,0.0,,0.6711095253804864,0.0,,8.10327585817133,0.0,,1.092265407370288,0.0,,1.096098229760262,0.0,,8.656421291947137,0.0,,1.2252890971186834,0.0,,10.74515436935042,0.0
